ORDERDATE,PRODUCTLINE,CUSTOMERNAME,COUNTRY,SALES,QUANTITYORDERED,PRICEEACH,STATUS
2004-08-19,Trucks and Buses,Diecast Classics Inc.,USA,2779.5,25,100.0,Shipped
2004-09-08,Trucks and Buses,Scandinavian Gift Ideas,Sweden,5398.08,48,100.0,Shipped
2004-10-13,Trucks and Buses,Marta's Replicas Co.,USA,3189.6,24,100.0,Shipped
2004-10-22,Trucks and Buses,Canadian Gift Exchange Network,Canada,5581.8,42,100.0,Shipped
2004-11-05,Trucks and Buses,Vitachrome Inc.,USA,3820.44,31,100.0,Shipped
2004-11-19,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,5528.04,42,100.0,On Hold
2004-11-01,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,5981.42,37,100.0,Shipped
2004-12-10,Trucks and Buses,Euro Shopping Channel,Spain,5684.65,41,100.0,Shipped
2005-01-23,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,3449.4,20,100.0,Shipped
2005-02-17,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,2654.4,20,100.0,Shipped
2005-05-03,Trucks and Buses,Euro Shopping Channel,Spain,8498.0,70,100.0,Shipped
2005-05-31,Trucks and Buses,La Rochelle Gifts,France,5510.54,49,100.0,In Process
2003-03-03,Motorcycles,Cruz & Sons Co.,Philippines,2060.45,35,58.87,Shipped
2003-05-07,Motorcycles,Reims Collectables,France,2460.16,32,76.88,Shipped
2003-07-02,Motorcycles,Mini Gifts Distributors Ltd.,USA,1787.56,29,61.64,Shipped
2003-08-25,Motorcycles,Toys4GrownUps.com,USA,1645.65,27,60.95,Shipped
2003-10-10,Motorcycles,Corporate Gift Ideas Co.,USA,2169.18,27,80.34,Shipped
2003-11-04,Motorcycles,"Anna's Decorations, Ltd",Australia,2816.18,38,74.11,Shipped
2003-11-11,Motorcycles,Daedalus Designs Imports,France,2521.05,35,72.03,Shipped
2003-11-19,Motorcycles,Euro Shopping Channel,Spain,3199.98,42,76.19,Shipped
2004-01-15,Motorcycles,Auto Canal Petit,France,1338.12,21,63.72,Shipped
2004-02-21,Motorcycles,Daedalus Designs Imports,France,2972.58,37,80.34,Shipped
2004-04-05,Motorcycles,Vitachrome Inc.,USA,2070.9,26,79.65,Shipped
2004-05-26,Motorcycles,Auto Canal Petit,France,3092.6,47,65.8,Shipped
2004-06-30,Motorcycles,Gifts4AllAges.com,USA,2408.7,37,65.1,Shipped
2004-08-02,Motorcycles,Online Mini Collectables,USA,3472.54,46,75.49,Shipped
2004-08-27,Motorcycles,Marta's Replicas Co.,USA,2263.28,38,59.56,Shipped
2004-09-30,Motorcycles,"Toys of Finland, Co.",Finland,2194.17,33,66.49,Shipped
2004-10-15,Motorcycles,Baane Mini Imports,Norway,1346.4,24,56.1,Shipped
2004-11-03,Motorcycles,Microscale Inc.,USA,2533.63,31,81.73,Shipped
2004-11-16,Motorcycles,Cruz & Sons Co.,Philippines,3403.26,42,81.03,Shipped
2004-11-24,Motorcycles,Salzburg Collectables,Austria,3307.2,32,100.0,Shipped
2004-12-07,Motorcycles,Euro Shopping Channel,Spain,2896.65,41,70.65,Shipped
2005-01-06,Motorcycles,Suominen Souveniers,Finland,2632.89,43,61.23,Shipped
2005-02-03,Motorcycles,La Rochelle Gifts,France,2046.0,20,100.0,Shipped
2005-03-04,Motorcycles,Mini Gifts Distributors Ltd.,USA,2279.55,35,65.13,Shipped
2005-04-08,Motorcycles,"UK Collectables, Ltd.",UK,2150.55,27,79.65,Shipped
2003-03-18,Classic Cars,"AV Stores, Co.",UK,3360.45,43,78.15,Shipped
2003-05-21,Classic Cars,Signal Gift Stores,USA,2326.4,32,72.7,Shipped
2003-09-11,Classic Cars,"Anna's Decorations, Ltd",Australia,1545.6,21,73.6,Shipped
2003-10-17,Classic Cars,Heintze Collectables,Denmark,2144.6,20,100.0,Shipped
2003-11-05,Classic Cars,Gift Depot Inc.,USA,1639.22,22,74.51,Shipped
2003-11-12,Classic Cars,Mini Gifts Distributors Ltd.,USA,2649.6,36,73.6,Shipped
2003-11-20,Classic Cars,Online Diecast Creations Co.,USA,3845.6,46,83.6,Shipped
2003-12-02,Classic Cars,Muscle Machine Inc,USA,4527.04,47,96.32,Shipped
2004-01-16,Classic Cars,Euro Shopping Channel,Spain,3966.3,45,88.14,Shipped
2004-03-02,Classic Cars,"Saveley & Henriot, Co.",France,4142.58,47,88.14,Shipped
2004-04-13,Classic Cars,Mini Caravy,France,4441.5,47,94.5,Shipped
2004-07-07,Classic Cars,Muscle Machine Inc,USA,3315.12,38,87.24,Shipped
2004-08-09,Classic Cars,Euro Shopping Channel,Spain,3918.53,49,79.97,Shipped
2004-09-01,Classic Cars,Handji Gifts& Co,Singapore,2830.45,35,80.87,Shipped
2003-10-06,Classic Cars,"UK Collectables, Ltd.",UK,5298.86,49,100.0,Shipped
2004-10-16,Classic Cars,Euro Shopping Channel,Spain,2620.8,28,93.6,Shipped
2004-11-04,Classic Cars,FunGiftIdeas.com,USA,2181.0,30,72.7,Shipped
2004-11-17,Classic Cars,"AV Stores, Co.",UK,3382.08,39,86.72,Shipped
2004-11-29,Classic Cars,Signal Gift Stores,USA,2876.75,25,100.0,Shipped
2005-01-19,Classic Cars,Mini Gifts Distributors Ltd.,USA,4107.2,40,100.0,Shipped
2005-02-16,Classic Cars,Euro Shopping Channel,Spain,1350.0,36,37.5,Shipped
2005-04-22,Classic Cars,The Sharp Gifts Warehouse,USA,7182.0,76,94.5,On Hold
2005-05-29,Classic Cars,Souveniers And Things Co.,Australia,3933.93,39,100.0,In Process
2003-01-31,Classic Cars,Euro Shopping Channel,Spain,1742.4,44,39.6,Shipped
2003-04-01,Classic Cars,"La Corne D'abondance, Co.",France,721.44,24,30.06,Shipped
2003-06-03,Classic Cars,Muscle Machine Inc,USA,1489.41,39,38.19,Shipped
2003-08-01,Classic Cars,Suominen Souveniers,Finland,891.03,21,42.43,Shipped
2003-09-21,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,1209.3,30,40.31,Shipped
2003-10-22,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,859.14,27,31.82,Shipped
2003-11-06,Classic Cars,"Stylish Desk Decors, Co.",UK,1151.44,37,31.12,Shipped
2003-11-14,Classic Cars,"Iberia Gift Imports, Corp.",Spain,1336.44,42,31.82,Shipped
2003-11-25,Classic Cars,Mini Classics,USA,905.28,32,28.29,Shipped
2003-12-09,Classic Cars,Diecast Collectables,USA,1247.4,42,29.7,Shipped
2004-02-10,Classic Cars,Signal Collectibles Ltd.,USA,846.51,21,40.31,Shipped
2004-03-11,Classic Cars,Mini Gifts Distributors Ltd.,USA,1085.04,33,32.88,Shipped
2004-05-05,Classic Cars,Euro Shopping Channel,Spain,1767.43,49,36.07,Shipped
2004-06-15,Classic Cars,Handji Gifts& Co,Singapore,1030.44,31,33.24,Shipped
2004-07-20,Classic Cars,Mini Gifts Distributors Ltd.,USA,1585.36,38,41.72,Shipped
2004-08-19,Classic Cars,Diecast Classics Inc.,USA,813.2,20,40.66,Shipped
2004-09-08,Classic Cars,Land of Toys Inc.,USA,1172.34,39,30.06,Shipped
2004-10-13,Classic Cars,Marta's Replicas Co.,USA,1510.56,48,31.47,Shipped
2004-10-22,Classic Cars,Heintze Collectables,Denmark,1448.07,39,37.13,Shipped
2004-11-05,Classic Cars,Vitachrome Inc.,USA,3338.1,30,100.0,Shipped
2004-11-19,Classic Cars,Mini Gifts Distributors Ltd.,USA,1225.29,33,37.13,Shipped
2004-12-01,Classic Cars,Muscle Machine Inc,USA,1336.68,36,37.13,Shipped
2004-12-10,Classic Cars,Euro Shopping Channel,Spain,2985.84,36,82.94,Shipped
2005-01-23,Classic Cars,Mini Gifts Distributors Ltd.,USA,5545.8,45,100.0,Shipped
2005-02-22,Classic Cars,Euro Shopping Channel,Spain,6089.6,40,100.0,Shipped
2005-03-15,Classic Cars,Euro Shopping Channel,Spain,1789.4,46,38.9,Shipped
2005-05-03,Classic Cars,Euro Shopping Channel,Spain,1082.1,30,36.07,Shipped
2005-05-31,Classic Cars,La Rochelle Gifts,France,1030.44,31,33.24,In Process
2003-02-17,Planes,Rovelli Gifts,Italy,3659.32,49,74.68,Shipped
2003-04-28,Planes,Salzburg Collectables,Austria,2443.6,41,59.6,Shipped
2003-06-16,Planes,Gift Ideas Corp.,USA,2349.9,35,67.14,Shipped
2003-08-10,Planes,Mini Creations Ltd.,USA,1646.19,27,60.97,Shipped
2003-10-06,Planes,"Toys of Finland, Co.",Finland,1670.26,23,72.62,Shipped
2003-10-23,Planes,Scandinavian Gift Ideas,Sweden,1467.48,21,69.88,Cancelled
2003-11-08,Planes,Alpha Cognac,France,2748.56,34,80.84,Shipped
2003-11-14,Planes,"Double Decker Gift Stores, Ltd",UK,1522.4,22,69.2,Shipped
2003-11-27,Planes,Cruz & Sons Co.,Philippines,3255.36,48,67.82,Shipped
2004-01-09,Planes,"Men 'R' US Retailers, Ltd.",USA,3535.03,43,82.21,Shipped
2004-02-19,Planes,Collectable Mini Designs Co.,USA,2608.96,32,81.53,Shipped
2004-05-08,Planes,Cambridge Collectables Co.,USA,1356.4,20,67.82,Shipped
2004-06-24,Planes,Euro Shopping Channel,Spain,1611.36,24,67.14,Cancelled
2004-07-21,Planes,Collectables For Less Inc.,USA,2603.2,40,65.08,Shipped
2004-08-21,Planes,"Norway Gifts By Mail, Co.",Norway,2219.7,30,73.99,Shipped
2004-09-15,Planes,"Bavarian Collectables Imports, Co.",Germany,1496.25,21,71.25,Shipped
2004-10-14,Planes,"Classic Gift Ideas, Inc",USA,1884.0,25,75.36,Shipped
2004-11-01,Planes,giftsbymail.co.uk,UK,2166.14,34,63.71,Shipped
2004-11-12,Planes,Rovelli Gifts,Italy,2828.16,48,58.92,Shipped
2004-11-23,Planes,"Tokyo Collectables, Ltd",Japan,6214.45,55,100.0,Shipped
2004-12-03,Planes,"Stylish Desk Decors, Co.",UK,1867.0,25,74.68,Shipped
2005-01-31,Planes,"Oulu Toy Supplies, Inc.",Finland,2676.72,38,70.44,Shipped
2005-03-01,Planes,Euro Shopping Channel,Spain,2182.44,39,55.96,Resolved
2005-03-30,Planes,Reims Collectables,France,1611.4,28,57.55,Shipped
2005-04-01,Planes,The Sharp Gifts Warehouse,USA,1479.84,24,61.66,Shipped
2005-05-09,Planes,"Australian Collectables, Ltd",Australia,1424.22,21,67.82,Disputed
2003-03-18,Classic Cars,"AV Stores, Co.",UK,5942.28,46,100.0,Shipped
2003-05-21,Classic Cars,Signal Gift Stores,USA,2348.75,25,93.95,Shipped
2003-09-11,Classic Cars,"Anna's Decorations, Ltd",Australia,4392.12,34,100.0,Shipped
2003-10-17,Classic Cars,Heintze Collectables,Denmark,2759.75,25,100.0,Shipped
2003-11-05,Classic Cars,Rovelli Gifts,Italy,2728.03,23,100.0,Shipped
2003-11-12,Classic Cars,Mini Gifts Distributors Ltd.,USA,2395.8,20,100.0,Shipped
2003-11-20,Classic Cars,Online Diecast Creations Co.,USA,3052.33,23,100.0,Shipped
2003-12-02,Classic Cars,Muscle Machine Inc,USA,4242.0,42,100.0,Shipped
2004-01-22,Classic Cars,"Double Decker Gift Stores, Ltd",UK,2790.45,27,100.0,Shipped
2004-03-02,Classic Cars,"Saveley & Henriot, Co.",France,4340.49,33,100.0,Shipped
2004-04-13,Classic Cars,Mini Caravy,France,2762.2,28,98.65,Shipped
2004-07-07,Classic Cars,Muscle Machine Inc,USA,4645.72,43,100.0,Shipped
2004-08-09,Classic Cars,Euro Shopping Channel,Spain,5580.96,48,100.0,Shipped
2004-09-01,Classic Cars,Handji Gifts& Co,Singapore,6539.04,48,100.0,Shipped
2003-10-06,Classic Cars,"UK Collectables, Ltd.",UK,5548.95,45,100.0,Shipped
2004-10-16,Classic Cars,Euro Shopping Channel,Spain,4595.41,43,100.0,Shipped
2004-11-17,Classic Cars,"AV Stores, Co.",UK,1859.44,44,42.26,Shipped
2004-11-29,Classic Cars,Signal Gift Stores,USA,2093.76,24,87.24,Shipped
2005-01-19,Classic Cars,Mini Gifts Distributors Ltd.,USA,4223.13,31,100.0,Shipped
2005-02-16,Classic Cars,Euro Shopping Channel,Spain,1596.76,44,36.29,Shipped
2005-04-22,Classic Cars,The Sharp Gifts Warehouse,USA,5820.35,59,98.65,On Hold
2005-05-29,Classic Cars,Souveniers And Things Co.,Australia,5296.5,55,96.3,In Process
2003-03-10,Classic Cars,Motor Mint Distributors Inc.,USA,930.9,29,32.1,Shipped
2003-05-08,Classic Cars,Marseille Mini Autos,France,1207.44,39,30.96,Shipped
2003-07-02,Classic Cars,Mini Gifts Distributors Ltd.,USA,717.4,20,35.87,Shipped
2003-09-05,Classic Cars,Collectables For Less Inc.,USA,1066.75,25,42.67,Shipped
2003-10-11,Classic Cars,"Men 'R' US Retailers, Ltd.",USA,1554.0,42,37.0,Shipped
2003-11-05,Classic Cars,Quebec Home Shopping Network,Canada,1277.64,36,35.49,Shipped
2003-11-12,Classic Cars,Herkku Gifts,Norway,1578.79,37,42.67,Shipped
2003-11-20,Classic Cars,Online Diecast Creations Co.,USA,917.7,30,30.59,Shipped
2003-12-02,Classic Cars,Euro Shopping Channel,Spain,777.0,21,37.0,Shipped
2004-01-16,Classic Cars,Euro Shopping Channel,Spain,1476.28,34,43.42,Shipped
2004-02-22,Classic Cars,"Vida Sport, Ltd",Switzerland,1538.46,42,36.63,Shipped
2004-04-12,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,891.2,20,44.56,Shipped
2004-06-01,Classic Cars,"UK Collectables, Ltd.",UK,1706.8,40,42.67,Cancelled
2004-07-06,Classic Cars,L'ordine Souveniers,Italy,1373.6,34,40.4,Shipped
2004-08-06,Classic Cars,Signal Gift Stores,USA,1205.59,31,38.89,Shipped
2004-08-30,Classic Cars,"Vida Sport, Ltd",Switzerland,1427.4,36,39.65,Shipped
2003-10-05,Classic Cars,"Norway Gifts By Mail, Co.",Norway,1649.28,48,34.36,Shipped
2004-10-16,Classic Cars,"Toms Spezialitten, Ltd",Germany,1383.03,33,41.91,Shipped
2004-11-04,Classic Cars,FunGiftIdeas.com,USA,1229.51,37,33.23,Shipped
2004-11-17,Classic Cars,Motor Mint Distributors Inc.,USA,1140.48,27,42.24,Shipped
2004-11-24,Classic Cars,"Australian Collectors, Co.",Australia,1575.6,39,40.4,Shipped
2004-12-07,Classic Cars,Euro Shopping Channel,Spain,1386.72,36,38.52,Shipped
2005-01-12,Classic Cars,Toys4GrownUps.com,USA,5018.4,36,100.0,Resolved
2005-02-10,Classic Cars,Euro Shopping Channel,Spain,5856.85,41,100.0,Shipped
2005-03-04,Classic Cars,Mini Gifts Distributors Ltd.,USA,4894.73,37,100.0,Shipped
2005-04-14,Classic Cars,Mini Caravy,France,2094.32,47,44.56,Shipped
2005-05-17,Classic Cars,Salzburg Collectables,Austria,640.05,15,42.67,Shipped
2003-02-11,Vintage Cars,Danish Wholesale Imports,Denmark,3193.52,44,72.58,Shipped
2003-04-28,Vintage Cars,Salzburg Collectables,Austria,3066.7,35,87.62,Shipped
2003-06-12,Vintage Cars,"Stylish Desk Decors, Co.",UK,3883.11,41,94.71,Shipped
2003-08-08,Vintage Cars,Mini Gifts Distributors Ltd.,USA,4814.25,49,98.25,Shipped
2003-10-02,Vintage Cars,Boards & Toys Co.,USA,2826.27,31,91.17,Shipped
2003-10-23,Vintage Cars,Scandinavian Gift Ideas,Sweden,1593.2,20,79.66,Cancelled
2003-11-07,Vintage Cars,CAF Imports,Spain,3266.1,45,72.58,Shipped
2003-11-14,Vintage Cars,Mini Creations Ltd.,USA,2453.55,33,74.35,Shipped
2003-11-26,Vintage Cars,Enaco Distributors,Spain,3910.4,47,83.2,Shipped
2004-01-02,Vintage Cars,"Saveley & Henriot, Co.",France,1788.0,20,89.4,Shipped
2004-02-19,Vintage Cars,Collectable Mini Designs Co.,USA,3328.07,47,70.81,Shipped
2004-03-29,Vintage Cars,Tekni Collectables Inc.,USA,3788.4,40,94.71,Shipped
2004-05-07,Vintage Cars,Land of Toys Inc.,USA,3053.7,30,100.0,Cancelled
2004-06-17,Vintage Cars,Quebec Home Shopping Network,Canada,2005.74,22,91.17,Shipped
2004-07-21,Vintage Cars,Petit Auto,Belgium,2796.12,27,100.0,Shipped
2004-08-20,Vintage Cars,"Royal Canadian Collectables, Ltd.",Canada,3159.96,34,92.94,Shipped
2004-09-10,Vintage Cars,Gifts4AllAges.com,USA,3908.62,46,84.97,Shipped
2004-10-14,Vintage Cars,"AV Stores, Co.",UK,2606.48,31,84.08,Shipped
2004-10-29,Vintage Cars,La Rochelle Gifts,France,2081.76,24,86.74,Shipped
2004-11-09,Vintage Cars,"Volvo Model Replicas, Co",Sweden,3519.85,41,85.85,Shipped
2004-11-23,Vintage Cars,"Tokyo Collectables, Ltd",Japan,10758.0,55,100.0,Shipped
2004-12-02,Vintage Cars,Euro Shopping Channel,Spain,3021.0,30,100.0,Shipped
2005-01-31,Vintage Cars,"Oulu Toy Supplies, Inc.",Finland,1891.56,33,57.32,Shipped
2005-02-23,Vintage Cars,Corporate Gift Ideas Co.,USA,4208.41,43,97.87,Shipped
2005-03-23,Vintage Cars,Mini Gifts Distributors Ltd.,USA,2246.4,27,83.2,Shipped
2005-05-06,Vintage Cars,Gifts4AllAges.com,USA,6107.4,60,100.0,On Hold
2003-03-18,Classic Cars,"AV Stores, Co.",UK,1987.74,27,73.62,Shipped
2003-05-21,Classic Cars,Signal Gift Stores,USA,4068.96,49,83.04,Shipped
2003-09-11,Classic Cars,"Anna's Decorations, Ltd",Australia,2282.22,31,73.62,Shipped
2003-10-17,Classic Cars,Heintze Collectables,Denmark,1541.0,20,77.05,Shipped
2003-11-05,Classic Cars,Gift Depot Inc.,USA,1951.92,24,81.33,Shipped
2003-11-12,Classic Cars,Mini Gifts Distributors Ltd.,USA,3107.61,33,94.17,Shipped
2003-11-20,Classic Cars,Online Diecast Creations Co.,USA,2328.64,32,72.77,Shipped
2003-12-02,Classic Cars,Muscle Machine Inc,USA,3184.8,40,79.62,Shipped
2004-01-16,Classic Cars,Euro Shopping Channel,Spain,2149.74,27,79.62,Shipped
2004-03-02,Classic Cars,"Saveley & Henriot, Co.",France,3184.8,40,79.62,Shipped
2004-04-13,Classic Cars,Mini Caravy,France,2114.58,26,81.33,Shipped
2004-07-07,Classic Cars,Muscle Machine Inc,USA,4256.56,44,96.74,Shipped
2004-08-09,Classic Cars,Euro Shopping Channel,Spain,2344.98,33,71.06,Shipped
2004-09-01,Classic Cars,Handji Gifts& Co,Singapore,2328.66,34,68.49,Shipped
2003-10-06,Classic Cars,"UK Collectables, Ltd.",UK,3575.04,48,74.48,Shipped
2004-10-16,Classic Cars,Euro Shopping Channel,Spain,2076.0,25,83.04,Shipped
2004-11-04,Classic Cars,FunGiftIdeas.com,USA,3305.25,39,84.75,Shipped
2004-11-17,Classic Cars,"AV Stores, Co.",UK,1538.55,45,34.19,Shipped
2004-11-29,Classic Cars,Signal Gift Stores,USA,3325.92,24,100.0,Shipped
2005-01-19,Classic Cars,Mini Gifts Distributors Ltd.,USA,3662.52,46,79.62,Shipped
2005-02-16,Classic Cars,Euro Shopping Channel,Spain,3478.64,44,79.06,Shipped
2005-04-22,Classic Cars,The Sharp Gifts Warehouse,USA,1057.29,13,81.33,On Hold
2005-05-29,Classic Cars,Souveniers And Things Co.,Australia,3385.9,35,96.74,In Process
2003-03-03,Classic Cars,Cruz & Sons Co.,Philippines,1892.1,30,63.07,Shipped
2003-05-08,Classic Cars,Marseille Mini Autos,France,1707.14,34,50.21,Shipped
2003-07-02,Classic Cars,Mini Gifts Distributors Ltd.,USA,1785.51,27,66.13,Shipped
2003-09-05,Classic Cars,Collectables For Less Inc.,USA,2057.4,30,68.58,Shipped
2003-10-10,Classic Cars,Corporate Gift Ideas Co.,USA,3490.0,50,69.8,Shipped
2003-11-04,Classic Cars,"Anna's Decorations, Ltd",Australia,1707.14,34,50.21,Shipped
2003-11-12,Classic Cars,Herkku Gifts,Norway,1506.96,23,65.52,Shipped
2003-11-20,Classic Cars,"Toms Spezialitten, Ltd",Germany,2880.48,48,60.01,Shipped
2003-12-02,Classic Cars,Euro Shopping Channel,Spain,2206.6,34,64.9,Shipped
2004-01-15,Classic Cars,Auto Canal Petit,France,2351.04,48,48.98,Shipped
2004-02-22,Classic Cars,"Vida Sport, Ltd",Switzerland,1205.04,24,50.21,Shipped
2004-04-09,Classic Cars,Danish Wholesale Imports,Denmark,2935.15,47,62.45,Shipped
2004-06-01,Classic Cars,"UK Collectables, Ltd.",UK,1263.84,24,52.66,Cancelled
2004-07-06,Classic Cars,L'ordine Souveniers,Italy,2935.15,47,62.45,Shipped
2004-08-02,Classic Cars,Online Mini Collectables,USA,1224.6,20,61.23,Shipped
2004-08-30,Classic Cars,"Vida Sport, Ltd",Switzerland,1359.4,20,67.97,Shipped
2003-10-04,Classic Cars,"Blauer See Auto, Co.",Germany,1822.18,31,58.78,Shipped
2004-10-16,Classic Cars,"Toms Spezialitten, Ltd",Germany,2163.72,38,56.94,Shipped
2004-11-03,Classic Cars,"Volvo Model Replicas, Co",Sweden,1591.98,26,61.23,Shipped
2004-11-17,Classic Cars,Motor Mint Distributors Inc.,USA,3078.5,25,100.0,Shipped
2004-11-24,Classic Cars,"Australian Collectors, Co.",Australia,2997.6,48,62.45,Shipped
2004-12-07,Classic Cars,Euro Shopping Channel,Spain,2747.8,44,62.45,Shipped
2005-01-06,Classic Cars,Suominen Souveniers,Finland,2447.76,21,100.0,Shipped
2005-02-10,Classic Cars,Euro Shopping Channel,Spain,1910.84,46,41.54,Shipped
2005-03-04,Classic Cars,Mini Gifts Distributors Ltd.,USA,2430.64,46,52.84,Shipped
2005-05-17,Classic Cars,Salzburg Collectables,Austria,2896.3,55,52.66,Shipped
2003-02-17,Vintage Cars,Rovelli Gifts,Italy,1630.6,31,52.6,Shipped
2003-04-28,Vintage Cars,Salzburg Collectables,Austria,1459.6,20,72.98,Shipped
2003-06-16,Vintage Cars,Gift Ideas Corp.,USA,1716.22,29,59.18,Shipped
2003-08-10,Vintage Cars,Mini Creations Ltd.,USA,2560.47,33,77.59,Shipped
2003-10-06,Vintage Cars,"Toys of Finland, Co.",Finland,1900.26,34,55.89,Shipped
2003-10-23,Vintage Cars,Scandinavian Gift Ideas,Sweden,2019.84,32,63.12,Cancelled
2003-11-08,Vintage Cars,Alpha Cognac,France,1988.28,27,73.64,Shipped
2003-11-14,Vintage Cars,"Double Decker Gift Stores, Ltd",UK,1449.84,21,69.04,Shipped
2003-11-27,Vintage Cars,Cruz & Sons Co.,Philippines,1935.09,27,71.67,Shipped
2004-01-09,Vintage Cars,"Men 'R' US Retailers, Ltd.",USA,2793.24,36,77.59,Shipped
2004-02-19,Vintage Cars,Collectable Mini Designs Co.,USA,3025.05,43,70.35,Shipped
2004-05-08,Vintage Cars,Cambridge Collectables Co.,USA,1742.5,25,69.7,Shipped
2004-06-24,Vintage Cars,Euro Shopping Channel,Spain,3236.1,46,70.35,Cancelled
2004-07-21,Vintage Cars,Collectables For Less Inc.,USA,1735.92,24,72.33,Shipped
2004-08-21,Vintage Cars,"Norway Gifts By Mail, Co.",Norway,2795.13,39,71.67,Shipped
2004-09-15,Vintage Cars,"Bavarian Collectables Imports, Co.",Germany,1671.52,31,53.92,Shipped
2004-10-14,Vintage Cars,"Classic Gift Ideas, Inc",USA,1576.74,22,71.67,Shipped
2004-11-01,Vintage Cars,giftsbymail.co.uk,UK,3615.71,47,76.93,Shipped
2004-11-12,Vintage Cars,Rovelli Gifts,Italy,1459.6,20,72.98,Shipped
2004-11-23,Vintage Cars,"Tokyo Collectables, Ltd",Japan,2891.01,29,99.69,Shipped
2004-12-03,Vintage Cars,"Stylish Desk Decors, Co.",UK,2598.44,38,68.38,Shipped
2004-12-17,Vintage Cars,Souveniers And Things Co.,Australia,3871.92,34,100.0,Shipped
2005-01-31,Vintage Cars,"Oulu Toy Supplies, Inc.",Finland,3036.0,46,66.0,Shipped
2005-03-01,Vintage Cars,Euro Shopping Channel,Spain,2231.6,35,63.76,Resolved
2005-03-30,Vintage Cars,Reims Collectables,France,2436.78,34,71.67,Shipped
2005-04-01,Vintage Cars,The Sharp Gifts Warehouse,USA,2173.6,38,57.2,Shipped
2005-05-09,Vintage Cars,"Australian Collectables, Ltd",Australia,1254.6,18,69.7,Disputed
2003-03-18,Classic Cars,"AV Stores, Co.",UK,3724.42,37,100.0,Shipped
2003-05-21,Classic Cars,Signal Gift Stores,USA,5203.0,43,100.0,Shipped
2003-09-11,Classic Cars,"Anna's Decorations, Ltd",Australia,3469.5,27,100.0,Shipped
2003-10-17,Classic Cars,Heintze Collectables,Denmark,3148.2,30,100.0,Shipped
2003-11-05,Classic Cars,Gift Depot Inc.,USA,2167.22,22,98.51,Shipped
2003-11-12,Classic Cars,Mini Gifts Distributors Ltd.,USA,6244.07,49,100.0,Shipped
2003-11-20,Classic Cars,Online Diecast Creations Co.,USA,5566.0,46,100.0,Shipped
2003-12-02,Classic Cars,Muscle Machine Inc,USA,4368.96,48,91.02,Shipped
2004-01-16,Classic Cars,Euro Shopping Channel,Spain,4039.26,46,87.81,Shipped
2004-02-26,Classic Cars,Collectable Mini Designs Co.,USA,4420.32,48,92.09,Shipped
2004-04-13,Classic Cars,Mini Caravy,France,2341.71,27,86.73,Shipped
2004-07-07,Classic Cars,Muscle Machine Inc,USA,5110.98,43,100.0,Shipped
2004-08-09,Classic Cars,Euro Shopping Channel,Spain,6168.0,48,100.0,Shipped
2004-09-01,Classic Cars,Handji Gifts& Co,Singapore,4873.26,41,100.0,Shipped
2003-10-05,Classic Cars,"Norway Gifts By Mail, Co.",Norway,2120.14,22,96.37,Shipped
2004-10-16,Classic Cars,Euro Shopping Channel,Spain,4236.14,46,92.09,Shipped
2004-11-04,Classic Cars,FunGiftIdeas.com,USA,1888.95,21,89.95,Shipped
2004-11-17,Classic Cars,"AV Stores, Co.",UK,1152.58,31,37.18,Shipped
2004-11-29,Classic Cars,Signal Gift Stores,USA,2492.88,26,95.88,Shipped
2005-01-19,Classic Cars,Mini Gifts Distributors Ltd.,USA,1991.6,20,99.58,Shipped
2005-02-16,Classic Cars,Euro Shopping Channel,Spain,3953.18,34,100.0,Shipped
